1480056126	17867	89939	36077
1480056136	17914	90434	36346
1480056146	18002	90978	36509
1480056156	18124	91452	36762
1480056166	18196	92050	36934
1480056176	18256	92494	37061
1480056186	18323	92831	37232
1480056196	18445	93580	37396
1480056206	18526	93665	37478
1480056217	18614	94315	37748
1480056226	18614	94657	37774
1480056236	18747	95182	38045
1480056246	18821	95765	38206
1480056256	18952	96319	38486
1480056266	19064	96725	38705
1480056276	19196	97157	38873
1480056286	19320	97688	39020
1480056296	19383	98250	39175
1480056306	19459	98698	39318
1480056316	19508	98849	39476
1480056327	19651	99346	39642
1480056336	19651	99750	39642
1480056346	19724	100172	39804
1480056356	19786	100596	40037
1480056366	19931	101141	40193
1480056376	20084	101594	40413
1480056386	20186	102149	40692
1480056396	20263	102651	40822
1480056406	20394	103163	41008
1480056416	20546	103579	41270
1480056426	20647	103927	41411
1480056436	20696	104414	41625
1480056446	20696	104758	41665
1480056456	20856	105187	41814
1480056466	20985	105712	42089
1480056476	21079	106147	42355
1480056486	21121	106629	42621
1480056496	21276	107187	42805
1480056506	21430	107732	43001
1480056516	21520	108207	43218
1480056527	21571	108432	43430
1480056536	21689	108846	43536
1480056546	21798	109400	43711
1480056556	21798	109855	43851
1480056566	21862	110448	44122
1480056576	21982	110906	44261
1480056586	22084	111347	44531
1480056596	22149	111871	44786
1480056606	22262	112327	45017
1480056616	22384	112741	45233
1480056626	22433	113248	45476
1480056636	22525	113374	45570
1480056646	22599	113956	45756
1480056656	22692	114468	45952
1480056666	22715	114940	46115
1480056676	22778	115341	46258
1480056686	22879	115767	46450
1480056696	22961	116278	46723
1480056706	23088	116711	46934
1480056716	23218	117285	47064
1480056726	23355	117849	47257
1480056736	23397	118216	47511
1480056746	23476	118735	47757
1480056756	23590	119124	47941
1480056847	23590	119219	47941
1480056857	23656	119541	48182
1480056867	23755	119992	48392
1480056877	23797	120519	48574
1480056887	23814	120856	48647
1480056897	23856	121335	48900
1480056907	23975	121821	49118
1480056917	24105	122333	49282
1480056927	24203	122812	49455
1480056937	24339	123245	49715
1480056947	24495	123760	49921
1480056957	24627	124199	50052
1480056967	24740	124653	50318
1480056977	24842	124933	50566
1480056988	24925	125498	50759
1480056997	24929	125826	50760
1480057007	25027	126298	50899
1480057017	25113	126891	51118
1480057027	25205	127306	51375
1480057037	25309	127836	51650
1480057047	25408	128396	51930
1480057057	25532	128906	52144
1480057067	25578	129321	52268
1480057077	25724	129623	52451
1480057087	25790	130072	52607
1480057097	25902	130629	52786
1480057107	25902	130911	52786
1480057117	25955	131320	52907
1480057127	26050	131749	53165
1480057137	26101	132206	53425
1480057147	26205	132752	53647
1480057157	26305	133310	53842
1480057167	26393	133830	53964
1480057177	26484	134310	54156
1480057187	26625	134771	54333
1480057197	26766	135208	54573
1480057207	26810	135427	54688
1480057217	26810	135729	54849
1480057227	26864	136256	54993
1480057237	26911	136856	55207
1480057247	26975	137290	55374
1480057257	27057	137790	55521
1480057267	27126	138390	55711
1480057277	27195	138906	55984
1480057287	27270	139343	56190
1480057298	27407	139808	56320
1480057307	27533	140020	56443
1480057317	27617	140451	56575
1480057327	27668	140943	56629
1480057337	27813	141456	56785
1480057347	27910	141929	57037
1480057357	27991	142403	57176
1480057367	28077	142896	57348
1480057377	28225	143475	57604
1480057387	28277	143958	57764
1480057397	28363	144434	58026
1480057407	28464	144609	58124
1480057417	28593	144999	58328
1480057427	28711	145586	58567
1480057437	28725	145939	58645
1480057447	28772	146360	58819
1480057457	28835	146865	58992
1480057467	28979	147350	59200
1480057477	29038	147948	59425
1480057487	29107	148446	59646
1480057497	29223	148985	59912
1480057507	29323	149251	60137
1480057517	29406	149601	60219
1480057528	29581	150480	60623
1480057537	29656	150556	60706
1480057547	29724	151045	60788
1480057557	29857	151554	61065
1480057567	30006	151989	61305
1480057577	30097	152458	61467
1480057587	30181	152914	61714
1480057597	30269	153419	61902
1480057607	30336	153881	62176
1480057617	30436	154308	62382
1480057627	30549	154679	62593
1480057637	30666	154936	62750
1480057647	30690	155371	62819
1480057657	30760	155903	62970
1480057667	30820	156332	63185
1480057677	30932	156856	63320
1480057687	30975	157434	63512
1480057697	31061	157994	63723
1480057707	31185	158437	63974
1480057717	31279	158886	64208
1480057727	31411	159398	64464
1480057737	31479	159812	64701
1480057747	31629	160077	64914
1480057757	31646	160449	64992
1480057767	31777	160835	65231
1480057777	31873	161393	65412
1480057787	31941	161815	65600
1480057797	32040	162232	65821
1480057807	32133	162708	66049
